,address,F_DISA_NM,F_AVR_HGT,F_AREA,F_RSN_DTL,GU_NAM,F_SHIM,M_P_NAM,D_P_NAM,ClASS_NAM,A_F_NM,U_F_NM,x,y,geometry,Year
38,서울특별시 영등포구 도림동 108-1,2022년 8.8 ~17. 호우,19.07,218.0,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9065974,37.50991516,POINT (126.9065974 37.50991516),2022
39,서울특별시 영등포구 도림동 127-9,2022년 8.8 ~17. 호우,24.34,62.0,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9066887,37.51093168,POINT (126.9066887 37.51093168),2022
40,서울특별시 영등포구 도림동 130-43,2022년 8.8 ~17. 호우,27.62,119.0,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9061653,37.51051548,POINT (126.9061653 37.51051548),2022
41,서울특별시 영등포구 도림동 109-8,2022년 8.8 ~17. 호우,17.27,110.0,내수침수,영등포구,0.3,단독주택,단독주택,주거용,3,1,126.9064831,37.50958987,POINT (126.9064831 37.50958987),2022
42,서울특별시 영등포구 신길동 347-4,2022년 8.8 ~17. 호우,11.8,85.95,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9049879,37.50536473,POINT (126.9049879 37.50536473),2022
43,서울특별시 영등포구 신길동 296-46,2022년 8.8 ~17. 호우,15.3,109.61,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,3,1,126.904173,37.50758117,POINT (126.904173 37.50758117),2022
44,서울특별시 영등포구 신길동 325-69,2022년 8.8 ~17. 호우,13.8,95.87,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9054675,37.50556721,POINT (126.9054675 37.50556721),2022
45,서울특별시 영등포구 신길동 325-67,2022년 8.8 ~17. 호우,14.3,118.73,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9055404,37.50570949,POINT (126.9055404 37.50570949),2022
46,서울특별시 영등포구 신길동 307-4,2022년 8.8 ~17. 호우,15.3,110.49,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9052448,37.50765423,POINT (126.9052448 37.50765423),2022
47,서울특별시 영등포구 신길동 305-14,2022년 8.8 ~17. 호우,15.3,77.79,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.905496,37.50769105,POINT (126.905496 37.50769105),2022
48,서울특별시 영등포구 신길동 305-20,2022년 8.8 ~17. 호우,15.3,77.84,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.905481,37.50779459,POINT (126.905481 37.50779459),2022
49,서울특별시 영등포구 신길동 347-243,2022년 8.8 ~17. 호우,10.8,88.25,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9035102,37.50496507,POINT (126.9035102 37.50496507),2022
50,서울특별시 영등포구 신길동 347-266,2022년 8.8 ~17. 호우,11.3,136.72,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9047787,37.5052535,POINT (126.9047787 37.5052535),2022
51,서울특별시 영등포구 신길동 347-140,2022년 8.8 ~17. 호우,11.3,87.54,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9049356,37.50544929,POINT (126.9049356 37.50544929),2022
52,서울특별시 영등포구 신길동 347-5,2022년 8.8 ~17. 호우,11.3,88.22,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9048916,37.50551577,POINT (126.9048916 37.50551577),2022
53,서울특별시 영등포구 신길동 347-160,2022년 8.8 ~17. 호우,10.8,73.81,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.904744,37.50553182,POINT (126.904744 37.50553182),2022
54,서울특별시 영등포구 신길동 347-205,2022년 8.8 ~17. 호우,11.3,79.35,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9048128,37.50559301,POINT (126.9048128 37.50559301),2022
55,서울특별시 영등포구 신길동 325-108,2022년 8.8 ~17. 호우,11.8,94.31,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9050291,37.50559228,POINT (126.9050291 37.50559228),2022
56,서울특별시 영등포구 신길동 359-5,2022년 8.8 ~17. 호우,10.8,119.42,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9028053,37.50640387,POINT (126.9028053 37.50640387),2022
57,서울특별시 영등포구 신길동 355-279,2022년 8.8 ~17. 호우,10.8,98.02,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,3,1,126.9028237,37.50555048,POINT (126.9028237 37.50555048),2022
58,서울특별시 영등포구 신길동 355-302,2022년 8.8 ~17. 호우,10.8,115.2,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9028427,37.50611611,POINT (126.9028427 37.50611611),2022
59,서울특별시 영등포구 신길동 355-243,2022년 8.8 ~17. 호우,10.8,111.42,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.902547,37.50610027,POINT (126.902547 37.50610027),2022
60,서울특별시 영등포구 신길동 347-240,2022년 8.8 ~17. 호우,10.8,93.55,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9036327,37.505038,POINT (126.9036327 37.505038),2022
61,서울특별시 영등포구 신길동 347-218,2022년 8.8 ~17. 호우,10.8,97.67,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9036536,37.50473664,POINT (126.9036536 37.50473664),2022
62,서울특별시 영등포구 신길동 347-236,2022년 8.8 ~17. 호우,10.8,96.14,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9036851,37.50495678,POINT (126.9036851 37.50495678),2022
63,서울특별시 영등포구 신길동 347-194,2022년 8.8 ~17. 호우,10.8,78.0,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9037651,37.5048678,POINT (126.9037651 37.5048678),2022
64,서울특별시 영등포구 신길동 347-188,2022년 8.8 ~17. 호우,10.8,112.3,내수침수,영등포구,0.3,단독주택,단독주택,주거용,3,1,126.9040213,37.50497282,POINT (126.9040213 37.50497282),2022
65,서울특별시 영등포구 신길동 347-273,2022년 8.8 ~17. 호우,10.8,114.48,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9041969,37.50493455,POINT (126.9041969 37.50493455),2022
66,서울특별시 영등포구 신길동 347-195,2022년 8.8 ~17. 호우,10.8,98.19,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9037998,37.50480398,POINT (126.9037998 37.50480398),2022
67,서울특별시 영등포구 신길동 347-81,2022년 8.8 ~17. 호우,10.8,97.37,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,3,1,126.9039731,37.50507312,POINT (126.9039731 37.50507312),2022
68,서울특별시 영등포구 신길동 347-34,2022년 8.8 ~17. 호우,10.8,112.5,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9042974,37.50507884,POINT (126.9042974 37.50507884),2022
69,서울특별시 영등포구 신길동 347-269,2022년 8.8 ~17. 호우,10.8,113.87,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9043491,37.50499698,POINT (126.9043491 37.50499698),2022
70,서울특별시 강북구 번동 447-92,2022년 8.8 ~17. 호우,31.95,139.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0261592,37.63632011,POINT (127.0261592 37.63632011),2022
71,서울특별시 노원구 상계동 143-11,2022년 8.8 ~17. 호우,29.86,51.0,내수침수,노원구,0.5,단독주택,다가구주택,주거용,2,1,127.0704095,37.66485576,POINT (127.0704095 37.66485576),2022
72,서울특별시 노원구 상계동 135-19,2022년 8.8 ~17. 호우,44.87,80.0,내수침수,노원구,0.5,단독주택,다가구주택,주거용,3,1,127.0694549,37.66617485,POINT (127.0694549 37.66617485),2022
73,서울특별시 노원구 상계동 169-66,2022년 8.8 ~17. 호우,35.56,82.0,내수침수,노원구,0.5,공동주택,다세대주택,주거용,4,1,127.070702,37.66213043,POINT (127.070702 37.66213043),2022
74,서울특별시 강북구 수유동 223-20,2022년 8.8 ~17. 호우,35.02,108.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0234071,37.63814609,POINT (127.0234071 37.63814609),2022
75,서울특별시 강동구 길동 328-12,2022년 8.8 ~17. 호우,23.94,101.02,내수침수,강동구,0.5,단독주택,단독주택,주거용,2,1,127.1464302,37.5430526,POINT (127.1464302 37.5430526),2022
76,서울특별시 강동구 길동 98-14,2022년 8.8 ~17. 호우,26.23,208.4,내수침수,강동구,0.5,단독주택,다가구주택,주거용,3,1,127.147367,37.53984998,POINT (127.147367 37.53984998),2022
77,서울특별시 강북구 번동 466-25,2022년 8.8 ~17. 호우,28.92,117.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.031054,37.64177391,POINT (127.031054 37.64177391),2022
78,서울특별시 성북구 장위동 306-31,2022년 8.8 ~17. 호우,21.0,11.7,내수침수,성북구,0.1,단독주택,단독주택,주거용,1,1,127.0499475,37.62151867,POINT (127.0499475 37.62151867),2022
79,서울특별시 성북구 장위동 305-41,2022년 8.8 ~17. 호우,21.17,10.25,내수침수,성북구,0.1,단독주택,단독주택,주거용,1,1,127.0493901,37.62128091,POINT (127.0493901 37.62128091),2022
80,서울특별시 강북구 수유동 527-24,2022년 8.8 ~17. 호우,53.86,130.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0103953,37.64119218,POINT (127.0103953 37.64119218),2022
81,서울특별시 강북구 수유동 527-22,2022년 8.8 ~17. 호우,53.86,172.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0104689,37.6413528,POINT (127.0104689 37.6413528),2022
82,서울특별시 강북구 수유동 530-109,2022년 8.8 ~17. 호우,58.25,431.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,3,1,127.0088947,37.64152816,POINT (127.0088947 37.64152816),2022
83,서울특별시 용산구 보광동 271-30,2022년 8.8 ~17. 호우,30.07,123.18,내수침수,용산구,0.1,단독주택,다가구주택,주거용,2,1,126.9984792,37.53086252,POINT (126.9984792 37.53086252),2022
84,서울특별시 용산구 보광동 271-28,2022년 8.8 ~17. 호우,15.12,124.03,내수침수,용산구,0.1,단독주택,다가구주택,주거용,2,1,126.9985644,37.53086372,POINT (126.9985644 37.53086372),2022
85,서울특별시 용산구 갈월동 7-199,2022년 8.8 ~17. 호우,10.3,2810.0,내수침수,용산구,0.1,공동주택,다세대주택,주거용,2,1,126.9741923,37.54676083,POINT (126.9741923 37.54676083),2022
86,서울특별시 도봉구 쌍문동 123-43,2022년 8.8 ~17. 호우,39.66,122.78,내수침수,도봉구,0.3,단독주택,단독주택,주거용,2,1,127.0312896,37.64796937,POINT (127.0312896 37.64796937),2022
87,서울특별시 강동구 고덕동 638-3,2022년 8.8 ~17. 호우,28.02,228.69,내수침수,강동구,0.5,단독주택,다가구주택,주거용,2,1,127.1530914,37.56030065,POINT (127.1530914 37.56030065),2022
88,서울특별시 강북구 수유동 560-110,2022년 8.8 ~17. 호우,70.71,245.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,4,1,127.0101152,37.64512286,POINT (127.0101152 37.64512286),2022
89,서울특별시 성북구 장위동 233-344,2022년 8.8 ~17. 호우,68.26,106.58,내수침수,성북구,0.1,공동주택,다세대주택,주거용,3,1,127.0434232,37.61269643,POINT (127.0434232 37.61269643),2022
90,서울특별시 강북구 수유동 391-333,2022년 8.8 ~17. 호우,48.89,158.0,내수침수,강북구,0.02,단독주택,단독주택,주거용,2,1,127.0140249,37.63884973,POINT (127.0140249 37.63884973),2022
91,서울특별시 성동구 성수동2가 269-107,2022년 9.3~7. 제11호 태풍 힌남노,184.73,80.0,내수침수,성동구,0.1,공동주택,다세대주택,주거용,4,1,127.0569183,37.53975597,POINT (127.0569183 37.53975597),2022
92,서울특별시 강동구 상일동 284-7,2022년 8.8 ~17. 호우,24.07,194.18,내수침수,강동구,0.5,단독주택,단독주택,주거용,5,1,127.1729401,37.54897514,POINT (127.1729401 37.54897514),2022
93,서울특별시 강동구 상일동 296-2,2022년 8.8 ~17. 호우,30.81,187.21,내수침수,강동구,0.5,단독주택,단독주택,주거용,2,1,127.1711432,37.54744079,POINT (127.1711432 37.54744079),2022
94,서울특별시 강북구 미아동 745-28,2022년 8.8 ~17. 호우,47.29,90.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,4,1,127.019137,37.62221711,POINT (127.019137 37.62221711),2022
95,서울특별시 강북구 미아동 839-327,2022년 8.8 ~17. 호우,69.49,177.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,3,1,127.0171724,37.62151902,POINT (127.0171724 37.62151902),2022
96,서울특별시 동대문구 장안동 437-5,2022년 8.8 ~17. 호우,12.51,138.0,내수침수,동대문구,0.1,단독주택,단독주택,주거용,3,1,127.0683042,37.56530128,POINT (127.0683042 37.56530128),2022
97,서울특별시 동대문구 장안동 125-1,2022년 8.8 ~17. 호우,11.99,56.0,내수침수,동대문구,0.1,단독주택,다가구주택,주거용,2,1,127.0683198,37.57605251,POINT (127.0683198 37.57605251),2022
98,서울특별시 동대문구 회기동 102-91,2022년 8.8 ~17. 호우,34.96,97.0,내수침수,동대문구,0.1,단독주택,다가구주택,주거용,3,1,127.0494219,37.59002524,POINT (127.0494219 37.59002524),2022
99,서울특별시 강북구 미아동 839-112,2022년 8.8 ~17. 호우,77.96,113.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0165477,37.62078032,POINT (127.0165477 37.62078032),2022
100,서울특별시 강북구 미아동 791-2028,2022년 8.8 ~17. 호우,73.69,347.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,1,1,127.0135668,37.62182972,POINT (127.0135668 37.62182972),2022
101,서울특별시 동대문구 이문동 264-357,2022년 8.8 ~17. 호우,47.88,121.0,내수침수,동대문구,0.1,단독주택,단독주택,주거용,2,1,127.0546233,37.59897971,POINT (127.0546233 37.59897971),2022
102,서울특별시 동대문구 답십리동 485-40,2022년 8.8 ~17. 호우,15.95,103.0,내수침수,동대문구,0.1,공동주택,다세대주택,주거용,2,1,127.0544659,37.56832401,POINT (127.0544659 37.56832401),2022
103,서울특별시 동대문구 답십리동 485-51,2022년 8.8 ~17. 호우,17.47,56.0,내수침수,동대문구,0.1,단독주택,단독주택,주거용,2,1,127.0541728,37.56813282,POINT (127.0541728 37.56813282),2022
104,서울특별시 동대문구 답십리동 490-95,2022년 8.8 ~17. 호우,15.0,64.0,내수침수,동대문구,0.1,단독주택,다가구주택,주거용,2,1,127.055672,37.56713951,POINT (127.055672 37.56713951),2022
105,서울특별시 강북구 수유동 555-45,2022년 8.8 ~17. 호우,50.16,168.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0117301,37.64402674,POINT (127.0117301 37.64402674),2022
106,서울특별시 강북구 수유동 555-10,2022년 8.8 ~17. 호우,50.16,123.0,내수침수,강북구,0.02,단독주택,다가구주택,주거용,2,1,127.0118114,37.64424562,POINT (127.0118114 37.64424562),2022
107,서울특별시 강북구 수유동 540-63,2022년 8.8 ~17. 호우,63.9,182.0,내수침수,강북구,0.02,공동주택,다세대주택,주거용,3,1,127.0089616,37.64280659,POINT (127.0089616 37.64280659),2022
108,서울특별시 강북구 수유동 530-105,2022년 8.8 ~17. 호우,56.16,718.0,내수침수,강북구,0.02,공동주택,연립주택,주거용,3,1,127.0086141,37.64205702,POINT (127.0086141 37.64205702),2022
109,서울특별시 영등포구 신길동 355-493,2022년 8.8 ~17. 호우,10.8,130.49,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9028707,37.50359446,POINT (126.9028707 37.50359446),2022
110,서울특별시 영등포구 신길동 355-114,2022년 8.8 ~17. 호우,10.8,131.46,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9030224,37.50330281,POINT (126.9030224 37.50330281),2022
111,서울특별시 영등포구 신길동 355-551,2022년 8.8 ~17. 호우,10.8,133.58,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9029515,37.50347408,POINT (126.9029515 37.50347408),2022
112,서울특별시 영등포구 신길동 355-145,2022년 8.8 ~17. 호우,11.3,130.27,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9033916,37.50274742,POINT (126.9033916 37.50274742),2022
113,서울특별시 영등포구 신길동 355-392,2022년 8.8 ~17. 호우,10.8,140.43,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9031922,37.50226593,POINT (126.9031922 37.50226593),2022
114,서울특별시 영등포구 신길동 355-152,2022년 8.8 ~17. 호우,11.3,138.63,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9035754,37.5024737,POINT (126.9035754 37.5024737),2022
115,서울특별시 영등포구 신길동 355-146,2022년 8.8 ~17. 호우,11.3,135.75,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9034788,37.50262424,POINT (126.9034788 37.50262424),2022
116,서울특별시 영등포구 신길동 402-27,2022년 8.8 ~17. 호우,10.8,109.16,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9031837,37.501323,POINT (126.9031837 37.501323),2022
117,서울특별시 영등포구 신길동 402-21,2022년 8.8 ~17. 호우,10.3,122.3,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.903445,37.50186718,POINT (126.903445 37.50186718),2022
118,서울특별시 영등포구 신길동 355-168,2022년 8.8 ~17. 호우,11.8,92.9,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9038529,37.50209106,POINT (126.9038529 37.50209106),2022
119,서울특별시 영등포구 신길동 402-22,2022년 8.8 ~17. 호우,10.3,108.56,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9034175,37.5017869,POINT (126.9034175 37.5017869),2022
120,서울특별시 영등포구 신길동 402-26,2022년 8.8 ~17. 호우,10.8,111.51,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,3,1,126.9032272,37.5014178,POINT (126.9032272 37.5014178),2022
121,서울특별시 영등포구 신길동 402-25,2022년 8.8 ~17. 호우,10.3,106.61,내수침수,영등포구,0.3,단독주택,단독주택,주거용,2,1,126.9032716,37.50151068,POINT (126.9032716 37.50151068),2022
122,서울특별시 영등포구 신길동 389,2022년 8.8 ~17. 호우,10.8,303.0,내수침수,영등포구,0.3,공동주택,아파트,주거용,15,1,126.903051,37.50174234,POINT (126.903051 37.50174234),2022
123,서울특별시 영등포구 신길동 433-5,2022년 8.8 ~17. 호우,13.3,104.24,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,3,1,126.905519,37.49896322,POINT (126.905519 37.49896322),2022
124,서울특별시 영등포구 신길동 442-94,2022년 8.8 ~17. 호우,14.3,121.26,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9068876,37.49910579,POINT (126.9068876 37.49910579),2022
125,서울특별시 영등포구 신길동 403-11,2022년 8.8 ~17. 호우,10.8,134.58,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.902827,37.50208771,POINT (126.902827 37.50208771),2022
126,서울특별시 영등포구 신길동 403-22,2022년 8.8 ~17. 호우,10.8,131.07,내수침수,영등포구,0.3,단독주택,다가구주택,주거용,2,1,126.9026641,37.50163878,POINT (126.9026641 37.50163878),2022
